['D', 'D', 'D', 'D', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'E', 'B', 'A', None, 'B', 'B', 'E', 'D', 'C', 'E', 'B', 'E', None, 'A', 'B', 'A', 'E', 'D', 'A']
['A', 'C', 'B', 'E', 'A', 'E', 'C', 'D', 'B', 'E', 'B', 'D', 'B', 'A', 'A', 'E', 'C', 'C', 'A', 'A']
['B', 'B', 'A', None, 'B', 'B', None, 'B', 'B', 'A', 'D', 'B', 'B', None, 'A', 'B', 'D', 'D', 'B', 'D']
['B', 'B', 'B', None, None, 'B', 'B', 'B', 'C', 'D', 'B', 'B', 'B', 'B', 'B', None, 'B', 'B', 'B', 'B']
[None, 'D', 'B', 'D', 'E', 'C', 'E', 'B', 'B', None, None, 'B', 'D', 'B', 'B', 'B', 'A', 'A', 'A', 'B']
['B', 'B', 'B', 'E', 'D', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'D', 'D', 'B', 'D', 'A', None, 'B', 'A']
['E', 'B', 'A', 'B', 'A', 'B', 'B', 'A', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'D', 'B', 'E', 'B', 'B']
['C', 'C', 'C', 'C', 'A', 'A', 'C', 'B', 'C', 'A', 'A', 'D', 'C', 'B', 'C', None, None, 'A', 'A', 'A']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', None, 'B', 'B', 'B', 'B', 'B', 'B', 'B']
[None, 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['C', 'E', 'B', 'C', 'A', None, 'C', 'C', 'B', 'B', 'D', 'E', 'B', 'E', None, 'A', 'E', None, 'E', 'B']
['B', 'B', 'A', 'B', 'B', 'C', 'C', 'E', 'D', 'C', 'B', 'C', 'B', 'D', None, 'C', 'B', 'C', 'B', 'A']
['B', 'A', 'B', 'B', 'A', None, 'B', 'A', 'E', None, 'B', 'A', 'C', 'E', 'C', 'A', 'B', 'A', 'A', 'B']
['D', 'A', 'C', 'D', 'C', 'C', 'D', 'A', 'D', 'A', 'E', 'E', 'B', 'C', 'C', 'B', 'C', 'C', 'D', 'C']
['A', 'C', 'C', 'B', 'A', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'A', 'A', 'C', 'D']
['C', 'C', 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['A', 'C', 'D', 'C', 'A', 'C', 'E', 'C', 'D', 'C', 'A', 'D', 'A', 'C', 'B', 'A', 'C', 'C', 'C', 'C']
['B', 'C', 'E', 'A', 'E', 'A', 'C', 'C', 'C', 'C', 'E', 'B', None, 'C', 'B', 'B', 'A', 'B', 'C', 'C']
['E', 'E', 'A', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'B', 'E', None, 'E', 'E', 'E', 'E', 'B', 'E', None]
['A', 'A', 'D', 'D', 'B', 'B', 'D', 'B', 'B', 'B', 'D', 'B', None, None, 'D', 'A', 'B', 'B', 'B', 'B']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['C', 'B', 'A', 'B', 'C', 'B', 'B', 'B', 'B', 'E', 'B', 'A', 'E', 'A', 'B', 'B', None, 'B', 'D', 'A']
['C', 'C', 'C', 'C', 'C', None, None, 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['B', 'B', 'B', 'B', 'B', 'B', None, 'B', 'B', 'B', 'B', None, 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['A', 'A', 'A', 'A', None, 'A', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'A']
['A', 'B', 'B', 'D', 'B', 'C', 'A', 'C', 'B', 'C', None, 'B', 'E', 'C', 'C', 'B', 'B', 'D', 'B', 'C']
['B', None, 'D', 'B', 'B', 'B', 'E', 'B', 'B', 'C', 'C', None, 'C', 'E', 'B', 'A', None, 'A', 'B', 'A']
['B', 'A', 'C', 'C', 'D', 'C', None, 'A', 'C', 'A', 'C', 'A', 'B', 'B', 'B', 'B', None, 'B', 'A', 'C']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'B', None, 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['E', 'B', 'B', 'B', 'A', 'C', 'B', 'B', 'B', 'B', 'B', 'D', 'B', 'C', 'B', 'B', 'B', 'D', 'C', 'C']
['B', None, 'E', 'C', 'A', None, 'C', 'A', 'C', 'C', 'A', 'E', 'A', 'C', 'A', 'A', 'C', 'B', 'B', 'A']
['B', 'B', 'B', 'B', 'A', None, 'B', 'B', 'B', 'C', 'D', 'B', 'C', 'A', 'C', None, 'B', 'D', None, 'B']
['D', 'B', 'B', 'B', 'B', 'C', 'C', 'C', 'B', 'D', 'C', 'E', 'B', 'C', 'B', 'A', 'B', 'B', 'C', 'C']
['D', 'E', None, 'B', 'B', 'A', 'E', 'E', 'C', 'B', 'C', None, 'D', 'C', 'A', 'D', 'B', 'A', 'B', 'B']
[None, 'A', 'A', 'C', 'D', 'B', 'C', 'B', 'C', 'C', 'E', 'A', 'C', 'B', 'A', 'A', 'C', 'C', 'B', 'A']
['C', 'C', 'D', 'B', 'B', 'D', 'B', 'A', 'A', None, 'B', 'B', None, 'B', 'C', 'C', 'E', 'A', 'E', 'B']
['C', 'C', 'C', 'A', 'B', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'B', 'A', 'D', None, 'C', 'A', 'C']
['B', 'B', 'C', 'C', 'A', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'C', None, 'E', 'A', 'B', 'C']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'C', 'E', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['A', 'A', 'B', 'B', 'D', 'A', None, 'B', None, 'A', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'B']
['B', 'B', 'A', 'B', 'B', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'E', 'B', 'B', 'A', 'D', 'B', 'C']
['A', 'C', 'C', 'B', 'C', 'C', 'A', 'B', 'A', 'A', 'C', 'C', 'C', 'B', 'A', 'C', 'E', 'A', 'C', 'E']
['B', 'B', 'B', 'B', 'C', 'B', 'B', None, 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['C', 'D', 'B', 'B', 'B', 'A', 'A', 'B', 'B', None, 'C', 'C', 'A', 'B', 'B', 'C', 'E', 'C', 'A', 'D']
['C', 'E', 'A', 'D', 'E', 'E', 'E', 'C', 'C', 'A', 'B', 'D', 'C', 'B', 'E', 'D', 'C', 'D', 'C', 'D']
['A', 'A', 'A', 'D', 'C', 'B', 'C', 'C', 'A', 'B', 'A', 'A', 'D', 'C', 'E', 'D', 'C', 'C', None, 'B']
['C', 'A', 'C', 'A', 'C', 'D', 'B', 'A', 'C', 'C', 'C', 'A', 'D', 'C', 'C', 'B', 'C', 'B', 'C', 'C']
['B', 'B', 'B', 'A', None, 'B', 'B', 'B', 'B', None, 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['D', 'D', 'D', 'D', 'D', 'B', 'D', 'C', 'D', 'D', 'B', 'B', 'C', 'D', 'E', 'C', 'D', 'D', 'D', 'E']
['B', 'C', 'E', 'E', 'C', 'C', None, 'E', 'B', 'D', 'C', 'D', 'C', 'E', 'E', 'B', None, 'E', 'B', 'E']
['C', 'C', 'E', 'C', 'E', 'A', 'D', 'D', 'D', 'A', 'C', 'B', 'C', 'B', 'B', 'D', 'A', 'D', 'B', 'C']
['C', 'C', 'A', 'B', 'A', 'B', 'D', 'E', 'B', 'E', None, 'A', 'C', 'D', 'A', 'B', 'E', 'C', 'A', 'D']
[None, 'B', 'B', 'E', 'C', 'B', 'D', 'A', 'B', 'B', 'B', 'B', 'E', 'C', 'D', 'C', None, None, 'B', 'C']
['C', 'A', 'D', 'C', 'B', 'E', 'B', 'D', 'C', 'C', 'D', 'B', 'A', 'A', 'A', 'E', 'B', 'C', 'D', 'B']
['D', 'B', 'B', 'C', 'E', 'E', 'A', None, 'B', None, 'B', 'E', 'B', 'B', 'D', 'C', 'D', 'D', 'A', 'A']
['B', 'E', 'C', 'C', 'B', 'C', 'B', 'A', 'B', 'A', 'B', 'E', 'E', 'D', 'E', 'B', 'C', None, 'B', 'B']
['B', 'B', 'C', 'D', 'B', 'E', 'D', 'A', 'A', None, 'C', 'B', 'C', None, 'D', 'B', 'D', 'C', 'C', 'A']
['B', 'D', 'B', 'D', 'A', 'A', None, 'C', None, 'B', 'E', None, 'B', 'E', 'A', 'A', 'C', 'E', 'D', 'B']
['A', 'C', 'B', None, 'C', 'A', None, 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'B', 'B', 'C', 'A', 'D']
['B', 'B', 'B', 'A', 'D', 'A', 'B', 'A', 'D', 'B', 'E', 'E', 'C', 'B', 'C', 'E', 'A', 'B', 'C', 'B']
['C', 'C', 'E', 'B', 'C', 'B', 'B', 'A', 'A', 'B', 'D', 'B', 'C', 'B', None, 'D', None, 'C', 'B', 'A']
['C', 'E', 'E', 'B', None, 'E', 'A', 'B', 'E', 'B', None, 'B', 'C', 'C', 'E', 'E', 'B', 'C', 'C', 'A']
['C', 'A', 'C', 'C', 'B', 'B', 'B', 'D', 'C', 'A', 'D', 'B', 'A', 'C', 'C', 'C', 'B', 'C', 'C', 'C']
['B', 'B', 'B', 'B', 'A', 'B', 'A', 'A', 'B', 'B', 'B', 'D', 'B', 'C', None, None, 'D', 'B', 'A', 'A']
['B', 'B', 'B', 'D', 'D', 'D', 'B', 'B', 'B', 'C', 'B', 'B', 'D', 'A', 'B', 'A', 'D', 'B', 'C', 'D']
['A', 'B', 'B', 'A', 'E', 'A', 'A', 'C', 'C', 'B', 'D', 'A', 'E', 'A', 'C', 'C', 'E', 'C', 'C', 'C']
['C', 'B', 'C', 'C', 'C', 'A', 'E', 'C', 'B', 'D', 'C', 'A', 'C', 'C', 'A', 'D', 'C', 'C', 'D', 'A']
['C', 'E', 'C', 'B', 'D', 'B', None, 'B', 'D', 'C', 'D', 'D', 'C', 'C', 'A', 'B', 'C', 'C', 'C', 'C']
['A', 'B', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'B']
['C', 'C', 'C', 'B', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['B', 'A', 'C', 'D', 'E', 'E', 'D', 'C', 'A', 'D', 'B', 'D', 'D', 'B', 'B', 'D', 'B', 'C', 'D', 'D']
['A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'E', 'A', 'A', 'A', 'A', 'E', 'E', 'A', 'A', 'E', 'A', 'E']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['A', 'D', 'B', 'D', 'D', 'B', 'D', 'B', 'D', 'D', 'D', 'D', 'B', 'A', 'D', None, 'D', 'B', 'A', 'B']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'E', 'E', 'E', 'E', 'E', 'E', 'E']
[None, 'E', 'E', 'E', 'D', 'E', 'E', 'E', 'A', 'E', 'D', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'B', 'A']
['C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'B', 'C', 'C', 'C', 'C', 'A']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['E', 'D', 'C', 'E', 'E', 'E', 'A', 'A', 'D', 'A', 'E', 'A', 'E', 'A', 'E', 'E', 'B', 'E', 'E', 'A']
['A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['D', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'A', 'A', 'B', 'A', 'B', 'A', 'B', 'D', 'C', 'B', 'A']
['E', 'D', 'E', 'E', 'E', 'E', 'E', 'C', 'C', 'E', 'E', 'A', 'A', 'B', 'C', 'A', 'A', 'E', 'D', 'E']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', None, 'B', 'C']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', None, 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'A', 'C', 'B', 'D', 'D', 'B', 'D', 'C', 'A', 'B', 'E', 'C', 'C', 'C', 'B', 'C', 'B', 'B', 'B']
['A', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'D', 'B', 'A', 'C', 'C', 'A']
['A', 'A', 'E', None, 'B', 'C', 'A', 'E', 'C', 'C', 'C', 'B', 'B', 'E', 'D', 'B', 'C', 'C', 'C', 'D']
['C', 'E', None, 'E', 'A', 'B', 'E', 'A', 'A', 'B', 'A', 'D', 'A', 'D', 'E', 'E', 'E', 'A', 'D', 'C']
['C', 'B', 'B', 'A', 'B', 'D', 'A', 'B', 'A', 'A', 'A', 'B', 'A', 'A', 'D', 'A', 'D', 'C', 'A', 'A']
['A', 'D', 'C', 'E', 'B', 'D', 'B', 'B', 'E', 'A', 'D', 'D', 'E', 'A', 'B', 'B', 'E', 'A', 'A', 'B']
['C', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'B', 'C', 'C', 'B', 'C', 'B', 'B', 'B', 'B', 'B']
['A', None, 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'C']
['D', 'B', 'B', 'B', 'C', 'C', 'C', 'D', 'C', 'B', None, 'A', 'B', 'C', 'C', 'B', 'C', 'B', 'B', 'E']
['C', 'A', 'A', 'D', 'E', 'C', 'A', 'B', 'B', 'A', 'C', None, 'C', 'B', 'C', 'B', 'D', 'A', 'B', 'A']
['D', 'C', 'A', 'B', 'B', 'B', 'B', 'E', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'B', 'B', 'D', 'B', 'C']
['D', 'C', 'C', 'B', 'B', 'C', 'B', 'C', 'C', 'B', 'B', 'C', 'D', 'C', 'B', 'C', 'D', 'B', 'A', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'A', 'D', 'D', 'D', 'B', 'B', 'C', 'D', None, 'C', 'E', 'C', None, 'D', None, 'C', 'C', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'A', 'E', 'A', None, 'A', 'A', 'A', 'A', 'A', 'E', 'A', 'A', 'A', 'A', 'A']
['C', 'D', 'D', 'A', 'D', 'D', 'D', 'E', 'E', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'A', 'C', 'D', 'E']
['D', 'D', 'B', 'C', 'D', 'D', 'D', None, 'C', 'D', 'C', 'D', 'D', 'D', 'E', 'C', 'C', 'D', 'C', 'C']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['C', 'A', 'C', 'B', 'C', 'C', 'C', 'C', 'D', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'C']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['E', 'B', 'D', 'C', 'C', 'C', 'E', 'C', 'C', 'D', 'C', 'D', 'C', 'C', 'D', 'D', 'C', 'D', 'E', 'D']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['B', 'B', 'B', 'B', 'B', 'A', 'B', 'C', 'B', 'B', 'B', 'B', 'B', 'A', 'B', 'E', 'D', 'B', None, 'D']
['B', 'C', 'D', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'E', 'C', 'C']
['A', None, 'A', 'A', 'E', 'B', 'D', 'A', 'A', 'E', 'B', 'E', 'A', 'E', 'A', None, 'A', 'B', 'A', 'A']
['B', 'B', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', None, 'D', 'E', 'B', 'B', 'B', 'B', 'A', 'B']
['D', 'A', 'A', 'B', 'B', 'B', 'B', 'D', 'D', 'D', 'B', 'A', 'A', 'B', 'E', 'B', 'B', 'B', 'D', 'D']
['D', 'D', 'E', 'A', 'C', 'B', 'D', 'C', None, 'C', 'C', None, 'B', 'C', 'A', 'B', 'C', 'A', 'B', 'B']
['E', 'C', 'B', None, 'B', 'D', 'D', 'D', 'C', 'C', 'E', 'D', 'E', 'D', 'E', 'E', 'A', 'C', 'A', 'C']
['B', 'E', 'A', 'D', 'D', 'D', 'D', 'A', 'E', 'C', 'A', 'A', 'B', 'E', 'E', 'B', 'A', 'C', 'D', None]
['B', 'D', 'B', 'B', 'B', 'B', 'B', None, 'B', 'E', 'B', 'B', 'A', 'B', 'B', 'E', 'B', 'B', 'B', 'B']
['A', 'B', 'B', 'A', 'B', 'D', 'B', 'A', 'E', 'E', 'B', 'A', 'A', 'B', 'B', 'A', 'E', 'B', 'B', 'C']
['E', 'B', 'B', 'E', 'D', None, 'E', 'D', 'B', 'E', 'B', 'B', 'E', 'D', 'E', 'E', 'E', 'E', 'E', 'B']
['B', 'D', 'D', 'B', 'B', 'D', 'B', 'D', 'B', 'C', 'C', 'E', 'B', 'B', 'B', 'E', 'B', 'C', 'E', 'D']
['C', 'D', 'E', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C', 'C', None]
['A', 'D', 'E', 'A', 'A', 'A', 'A', 'A', 'A', 'D', 'A', 'A', 'A', 'A', 'E', None, 'A', 'A', 'A', 'A']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'A', None, 'B', 'A']
['D', 'B', 'D', 'E', 'A', 'B', 'A', 'E', 'B', 'E', 'E', 'A', 'B', 'B', 'B', 'B', 'E', 'A', 'B', 'A']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A']
['E', 'E', 'C', 'E', 'A', 'E', 'E', None, None, 'E', 'E', 'E', 'D', 'E', None, 'E', 'E', 'E', 'E', 'E']
['C', 'B', 'D', 'C', 'C', 'B', 'E', 'D', 'C', 'A', 'C', 'B', 'C', 'B', 'A', 'C', 'B', 'D', 'B', 'C']
['B', 'B', 'A', 'E', 'E', 'B', 'C', 'B', 'C', 'C', 'A', 'C', 'A', 'A', 'C', None, 'A', 'E', 'B', 'A']
['C', None, 'C', 'A', 'C', 'C', 'A', 'A', 'A', 'C', 'E', 'C', 'C', 'B', 'A', 'C', None, 'D', 'C', 'B']
['C', 'A', 'C', 'C', 'B', 'B', 'B', 'D', 'C', 'C', 'C', None, 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C']
['C', None, 'C', 'C', 'D', 'C', 'A', 'C', 'B', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'C', 'A', 'A', 'A']
['B', 'B', 'A', 'A', 'B', 'B', 'C', 'A', None, 'B', 'B', 'B', 'E', 'B', 'B', 'D', 'B', 'B', 'A', 'E']
['E', 'E', 'C', 'E', 'E', 'E', 'E', 'D', 'E', 'E', 'E', 'E', 'D', 'E', 'D', 'D', 'D', 'E', 'E', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', None]
[None, 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C']
['C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A']
['A', 'D', 'B', 'B', 'A', 'D', 'D', 'D', 'B', 'D', None, 'D', 'D', 'D', None, None, 'D', 'D', 'A', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['D', 'A', 'C', 'B', 'E', 'A', 'E', 'B', 'B', 'A', 'E', None, 'E', 'B', 'E', 'B', 'E', 'A', 'A', 'E']
['B', 'D', 'C', 'E', 'B', 'B', 'D', 'E', 'B', 'B', 'E', 'C', 'C', 'E', 'E', 'C', 'D', 'C', 'A', 'E']
['D', 'A', 'E', 'A', 'A', 'D', 'A', 'C', 'B', 'A', None, 'D', 'D', 'A', 'A', 'A', 'C', 'B', 'A', 'D']
['B', None, 'D', 'B', 'A', 'C', None, 'C', 'C', 'A', 'A', 'D', 'E', 'D', 'B', 'A', 'A', 'C', 'A', 'B']
['C', None, 'E', 'B', None, 'A', 'E', 'D', 'D', 'D', None, 'A', 'D', 'E', 'A', 'D', 'B', 'D', 'D', 'B']
['A', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'C', 'A', 'A']
['D', 'E', 'D', 'E', 'E', 'D', 'E', 'E', 'D', 'E', 'E', 'B', 'D', 'B', 'D', 'D', 'D', 'E', 'E', 'E']
[None, 'B', 'A', 'B', 'B', 'B', 'E', 'E', 'B', 'B', 'B', 'B', None, 'A', 'C', 'B', 'A', 'E', 'C', 'A']
['B', 'A', None, 'A', 'B', 'B', 'C', 'C', 'A', 'A', None, None, 'A', 'E', 'B', 'B', 'A', 'C', 'B', 'B']
['A', 'C', 'C', 'E', 'B', None, 'B', 'D', 'D', 'B', 'C', 'B', 'B', 'A', 'D', 'C', 'A', 'C', 'E', 'D']
['C', 'D', 'D', 'D', 'C', 'E', 'C', 'D', 'B', 'C', 'B', 'E', 'D', 'B', 'D', 'C', 'D', 'C', 'E', 'B']
['A', 'C', 'A', 'C', 'B', 'D', 'A', 'B', 'C', 'B', 'B', 'C', 'A', 'B', 'A', 'B', 'A', 'A', 'B', 'B']
['A', 'A', 'C', 'A', 'D', 'C', None, 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'B', 'B', 'C', 'B', 'C']
['A', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'E', 'B', 'C', 'A', 'D', 'C', 'C', 'A', None]
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['C', 'D', 'D', 'C', 'C', None, 'C', 'C', None, 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['C', 'A', None, 'A', 'A', 'C', 'B', 'B', 'C', 'A', 'C', 'C', 'A', 'C', 'A', 'E', 'E', 'A', 'B', 'C']
['A', 'A', 'A', 'A', 'A', None, 'A', 'B', 'A', 'A', 'A', 'B', 'B', 'C', 'A', 'A', 'C', 'C', 'D', 'A']
['A', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'E', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', None, 'A', 'A']
['A', None, 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C', 'C', 'C']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['E', None, 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['B', 'B', 'B', 'B', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['A', 'B', 'C', 'A', 'B', 'B', 'A', 'C', None, 'A', 'A', 'A', 'C', 'A', 'B', 'A', 'A', 'C', None, 'C']
['C', 'C', 'C', 'B', 'A', 'C', None, 'C', 'C', 'A', 'C', 'A', 'A', 'C', 'C', 'B', 'C', 'C', 'C', 'C']
['C', 'A', 'A', 'E', 'D', 'A', 'B', 'B', 'D', 'D', 'C', 'E', None, 'A', 'D', 'A', 'D', 'E', 'D', 'D']
['D', 'C', 'D', 'D', 'A', 'C', 'D', 'B', 'C', 'A', 'C', 'B', 'B', 'C', 'B', 'D', 'B', 'D', None, 'C']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'A', 'A']
['E', 'B', 'A', 'B', 'B', None, 'D', 'D', 'A', 'A', 'A', 'B', 'A', 'D', 'E', 'A', 'A', 'A', 'A', 'A']
['D', 'B', 'A', 'B', None, 'B', 'B', None, 'A', 'B', 'A', 'A', None, 'A', 'C', 'D', 'B', 'D', None, 'C']
